data_completa,data,semana,qtd_marmitas,cardapio,qtd_frango,qtd_carne,qtd_calabresa,qtd_linguica,qtd_arroz,qtd_feijao,qtd_macarao,ano,mes
2022-06-30 23:14:07.134,2022-06-18,,73,"arroz, feijao preto, linguiça e creme de abobora.",0.0,0.0,0.0,5.0,5.0,2.0,0.0,2022,6
2022-06-30 23:14:41.665,2022-06-20,,74,"arroz, feijao preto, carne moida de batata.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,6
2022-06-30 23:15:28.667,2022-06-21,,85,"arroz, feijao preto, carne de soja e pure de batata doce.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,6
2022-06-30 23:15:59.370,2022-06-22,,73,"arroz, strogonoff de frango e batata palha.",6.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,6
2022-06-30 23:16:48.855,2022-06-23,,73,"arroz, feijao preto, frango e farofa de chuchu.",6.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,6
2022-06-30 23:17:20.523,2022-06-27,,79,salada de macarrao.,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2022,6
2022-06-30 23:17:53.797,2022-06-28,,70,"arroz, feijao preto, linguiça e polenta.",0.0,0.0,0.0,5.0,5.0,2.0,0.0,2022,6
2022-06-30 23:18:26.332,2022-06-29,,67,"arroz, feijao preto, calabresa e farofa de cenoura.",0.0,0.0,5.0,0.0,5.0,2.0,0.0,2022,6
2022-06-30 23:18:52.896,2022-06-30,,156,salada de macarrao.,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2022,6
2022-07-31 19:52:17.606,2022-07-01,,118,"arroz, strogonoff de frango e batata palha.",6.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,7
2022-07-31 19:53:03.066,2022-07-02,,71,macarrao a bolonhesa.,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2022,7
2022-07-31 19:53:37.520,2022-07-04,,68,"arroz, strogonoff de frango e batata palha.",6.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,7
2022-07-31 19:54:13.840,2022-07-05,,63,"arroz, feijao preto, moela e salada de repolho.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,7
2022-07-31 19:54:56.425,2022-07-06,,58,"arroz, feijao preto, almondega e pure de batata doce.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,7
2022-07-31 19:55:52.835,2022-07-07,,63,"arroz, feijao preto, carne de porco e farofa de abobrinha com cenoura.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,7
2022-07-31 19:56:25.903,2022-07-08,,57,"arroz, feijao preto, calabresa e salada de batata.",0.0,0.0,5.0,0.0,5.0,2.0,0.0,2022,7
2022-07-31 19:56:51.057,2022-07-09,,79,salada de macarrao.,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2022,7
2022-07-31 19:57:30.127,2022-07-11,,61,"arroz, salada de feijao fradinho, moela e pure de batata.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,7
2022-07-31 19:58:05.322,2022-07-12,,65,"arroz, feijao, bolinho de linguiça e coleslaw.",0.0,0.0,0.0,5.0,5.0,2.0,0.0,2022,7
2022-07-31 19:59:09.133,2022-07-13,,63,"arroz, feijao, bolinho de linguiça/calabresa e coleslaw/ salada de beterraba.",0.0,0.0,5.0,5.0,5.0,2.0,0.0,2022,7
2022-07-31 19:59:57.123,2022-07-14,,129,"arroz, strogonoff de frango e batata palha.",6.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,7
2022-07-31 20:00:22.132,2022-07-15,,73,salada de macarrao.,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2022,7
2022-07-31 20:01:05.494,2022-07-16,,62,"arroz, feijao, carne de soja e salada de beterraba.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,7
2022-07-31 20:01:41.308,2022-07-18,,65,"arroz, salada de feijao fradinho, moela e salada de cenoura.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,7
2022-07-31 20:02:06.929,2022-07-19,,76,salada de macarrao.,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2022,7
2022-07-31 20:02:36.255,2022-07-20,,66,"arroz, feijao, carne moida e maionese.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,7
2022-07-31 20:03:20.052,2022-07-21,,60,"arroz, strogonoff de frango e batata palha.",6.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,7
2022-07-31 20:03:57.121,2022-07-22,,67,"arroz, feijao, frango e polenta.",6.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,7
2022-07-31 20:04:33.078,2022-07-25,,67,"arroz, strogonoff de frango e batata palha.",6.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,7
2022-07-31 20:05:23.570,2022-07-26,,65,"arroz, feijao, carne de soja e polenta.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,7
2022-07-31 20:06:10.609,2022-07-27,,67,"arroz, feijao preto, carne moida e farofa de cenoura.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,7
2022-07-31 20:06:34.541,2022-07-28,,75,salada de macarrao.,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2022,7
2022-07-31 20:07:15.737,2022-07-29,,63,"arroz, feijao, pure de cabotia e carne de porco.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,7
2022-08-31 16:56:36.617,2022-08-01,,75,arroz carreteiro e feijao tropeiro.,0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,8
2022-08-31 16:57:22.242,2022-08-02,,63,"arroz, feijao, calabresa e farofa de cenoura.",0.0,0.0,5.0,0.0,5.0,2.0,0.0,2022,8
2022-08-31 16:58:20.340,2022-08-03,,72,"arroz, feijao preto , carne de soja e polenta.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,8
2022-08-31 16:59:22.751,2022-08-04,,110,macarrao a bolonhesa.,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2022,8
2022-08-31 16:59:54.587,2022-08-05,,61,"arroz, strogonoff de frango e batata palha.",6.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,8
2022-08-31 17:01:00.037,2022-08-06,,65,"arroz, feijao preto, moela  e espinafre com acelga.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,8
2022-08-31 17:01:42.031,2022-08-08,,64,"arroz, feijao preto, soja e salada de acelga.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,8
2022-08-31 17:02:10.212,2022-08-09,,66,"arroz, feijoada e vinagrete.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,8
2022-08-31 17:02:47.231,2022-08-10,,66,"arroz, strogonoff de frango e batata palha.",6.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,8
2022-08-31 17:03:38.829,2022-08-11,,61,macarrao a bolonhesa.,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2022,8
2022-08-31 17:04:32.064,2022-08-12,,66,"arroz, feijao preto, linguiça e salada de repolho.",0.0,0.0,0.0,5.0,5.0,2.0,0.0,2022,8
2022-08-31 17:05:13.298,2022-08-13,,65,"arroz, feijao preto, moela e maionese.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,8
2022-08-31 17:05:56.053,2022-08-15,,66,"arroz, feijao preto, calabresa e vinagrete.",0.0,0.0,5.0,0.0,5.0,2.0,0.0,2022,8
2022-08-31 17:06:40.133,2022-08-16,,70,"arroz, feijao preto, carne moida com repolho e salada de acelga.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,8
2022-08-31 17:07:13.987,2022-08-17,,66,macarrao a bolonhesa.,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2022,8
2022-08-31 17:07:48.340,2022-08-18,,63,"arroz, strogonoff de frango e batata palha.",6.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,8
2022-08-31 17:08:18.394,2022-08-19,,70,"arroz, feijao preto, moela e salada de couve.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,8
2022-08-31 17:09:18.268,2022-08-20,,76,"arroz carreteiro, salada de feijao fradinho, e creme de milho",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,8
2022-08-31 17:10:39.289,2022-08-22,,66,"arroz, feijao preto, calabresa e salada de batata.",0.0,0.0,5.0,0.0,5.0,2.0,0.0,2022,8
2022-08-31 17:11:17.690,2022-08-23,,67,"arroz, strogonoff de frango e batata palha.",6.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,8
2022-08-31 17:12:04.737,2022-08-24,,65,"arroz, feijao preto, carne de soja e repolho refogado.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,8
2022-08-31 17:12:37.198,2022-08-25,,133,macarrao a bolonhesa.,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2022,8
2022-08-31 17:13:13.278,2022-08-26,,71,"arroz, feijao preto, moela e salada de batata.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,8
2022-08-31 17:14:23.424,2022-08-29,,64,"arroz, strogonoff de frango e batata palha.",6.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,8
2022-08-31 17:14:56.815,2022-08-30,,129,macarrao a bolonhesa.,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2022,8
2022-08-31 17:15:47.096,2022-08-31,,68,"arroz, feijoada , vinagrete de acelga e couve.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,8
2022-09-30 10:04:35.547,2022-09-01,,69,"arroz, feijao preto, carne moida e batata .",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,9
2022-09-30 10:05:12.955,2022-09-02,,65,"arroz, feijao preto, calabresa e espinafre.",0.0,0.0,5.0,0.0,5.0,2.0,0.0,2022,9
2022-09-30 10:06:26.055,2022-09-05,,68,"arroz, feijao preto, carne de soja e vinagrete de nabo.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,9
2022-09-30 10:07:19.701,2022-09-06,,65,"arroz, feijao preto, pernil e salada de cenoura com vagem.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,9
2022-09-30 10:08:08.539,2022-09-07,,64,"arroz, feijao preto,calabresa e salada de beterraba.",0.0,0.0,5.0,0.0,5.0,2.0,0.0,2022,9
2022-09-30 10:08:58.665,2022-09-08,,68,macarrao com carne moida.,0.0,4.0,0.0,0.0,0.0,0.0,6.0,2022,9
2022-09-30 10:09:35.313,2022-09-09,,67,"arroz, strogonoff de frango e batata palha.",6.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,9
2022-09-30 10:10:40.993,2022-09-12,,68,"arroz, feijao preto, carne moida com repolho e salada de acelga/espinafre.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,9
2022-09-30 10:11:08.224,2022-09-13,,131,macarrao com carne moida.,0.0,4.0,0.0,0.0,0.0,0.0,6.0,2022,9
2022-09-30 10:11:55.318,2022-09-14,,66,"arroz, feijao preto, pernil/frango e salada de batata.",6.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,9
2022-09-30 10:12:39.358,2022-09-15,,69,"arroz, strogonoff de frango e batata palha.",6.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,9
2022-09-30 10:13:18.750,2022-09-16,,69,"arroz, feijao preto, moela e cuscuz/ salada de couve.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,9
2022-09-30 10:14:19.110,2022-09-17,,65,"arroz, feijao preto, carne de soja e vinagrete.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,9
2022-09-30 10:16:16.545,2022-09-19,,60,"arroz, feijao preto, calabresa e salada de beterraba.",0.0,0.0,5.0,0.0,5.0,2.0,0.0,2022,9
2022-09-30 10:17:00.052,2022-09-20,,66,macarrao com carne moida.,0.0,4.0,0.0,0.0,0.0,0.0,6.0,2022,9
2022-09-30 10:17:47.507,2022-09-21,,67,"arroz, strogonoff de frango e batata palha.",6.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,9
2022-09-30 10:18:29.922,2022-09-22,,69,"arroz, feijao preto, frango com batata e salada de acelga.",6.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,9
2022-09-30 10:19:13.012,2022-09-23,,74,"arroz, feijoada, vinagrete e salada de couve.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,9
2022-09-30 10:19:54.967,2022-09-24,,67,"arroz, feijao preto, carne de soja e salada de repolho.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,9
2022-09-30 10:21:08.528,2022-09-26,,63,"arroz, feijao preto, moela com cenoura e salada de repolho/pure de batata doce.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,9
2022-09-30 10:23:15.567,2022-09-27,,64,"arroz, feijao preto, calabresa e salada de cenoura/repolho.",0.0,0.0,5.0,0.0,5.0,2.0,0.0,2022,9
2022-09-30 10:23:59.649,2022-09-28,,67,"arroz, feijao preto, frango e salada de repolho.",6.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,9
2022-09-30 10:24:35.407,2022-09-29,,61,"arroz, strogonoff de frango e batata palha.",6.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,9
2022-09-30 16:04:37.668,2022-09-30,,67,"arroz, feijao preto, carne de soja com batata e repolho/acelga.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,9
2022-10-31 18:07:12.478,2022-10-01,,65,macarrao com carne moida.,0.0,4.0,0.0,0.0,0.0,0.0,6.0,2022,10
2022-10-31 18:08:44.997,2022-10-04,,69,"arroz, feijao preto, frango com espinafre e salada de acelga.",6.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,10
2022-10-31 18:09:40.625,2022-10-05,,69,macarrao com molho de frango .,6.0,0.0,0.0,0.0,0.0,0.0,6.0,2022,10
2022-10-31 18:11:12.918,2022-10-06,,69,"arroz, feijao preto, carne moida com cenoura e salada de beterraba.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,10
2022-10-31 18:11:58.340,2022-10-06,,52,"arroz, feijao preto, carne moida com cenoura e salada de batata doce.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,10
2022-10-31 18:12:26.920,2022-10-07,,71,"arroz, strogonoff de frango e batata palha.",6.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,10
2022-10-31 18:13:57.965,2022-10-08,,69,"arroz, feijao preto, moela e salada de batata doce/acelga.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,10
2022-10-31 18:14:33.894,2022-10-10,,62,"arroz, feijao preto, vinagrete e bolinho de soja.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,10
2022-10-31 18:15:34.156,2022-10-11,,62,"arroz, feijao preto, carne moida e salada de acelga com tomate.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,10
2022-10-31 18:16:08.021,2022-10-13,,60,"arroz, strogonoff de frango e batata palha.",6.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,10
2022-10-31 18:17:33.573,2022-10-14,,61,"arroz, feijao preto, calabresa e salada de mandioca.",0.0,0.0,5.0,0.0,5.0,2.0,0.0,2022,10
2022-10-31 18:17:59.057,2022-10-15,,82,yakissoba de frango,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,10
2022-10-31 18:18:38.722,2022-10-17,,70,strogonoff e frango e batata palha.,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,10
2022-10-31 18:19:08.816,2022-10-18,,60,macarrao com molho de calabresa.,0.0,0.0,5.0,0.0,0.0,0.0,6.0,2022,10
2022-10-31 18:19:40.351,2022-10-20,,66,"arroz, feijao preto, moela e farofa de legumes.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,10
2022-10-31 18:22:01.653,2022-10-21,,131,"arroz, feijao preto, pernil com legumes e salada de repolho.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,10
2022-10-31 18:22:35.803,2022-10-22,,66,"arroz, feijao preto. kibe frito e salada de batata.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,10
2022-10-31 18:23:08.108,2022-10-24,,61,macarrao com molho de calabresa.,0.0,0.0,5.0,0.0,0.0,0.0,6.0,2022,10
2022-10-31 18:23:51.468,2022-10-25,,65,"arroz, feijao preto, carne de soja e pure de batata doce.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,10
2022-10-31 18:24:36.180,2022-10-26,,65,"arroz, feijao preto, polenta e molho de linguiça/ kibe assado.",0.0,0.0,0.0,5.0,5.0,2.0,0.0,2022,10
2022-10-31 18:25:40.086,2022-10-27,,123,"arroz, feijao preto, pernil com legumes/carne de soja e polenta/farofa de abobrinha.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,10
2022-10-31 18:26:06.464,2022-10-28,,76,yakissoba de frango,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,10
2022-10-31 18:28:14.074,2022-10-29,,65,"arroz, feijao preto, tabule e kibe frito.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,10
2022-10-31 18:29:22.145,2022-10-31,,73,macarrao com calabresa e espinafre.,0.0,0.0,5.0,0.0,0.0,0.0,6.0,2022,10
2022-11-29 23:23:22.053,2022-11-01,,71,"arroz. feijao preto, kibe assado e salada de couve.",0.0,0.0,0.0,0.0,1.5,1.5,0.0,2022,11
2022-11-29 23:24:20.770,2022-11-02,,68,"arroz, feijao preto, canjiquinha com carne de porco e salada de couve.",0.0,2.0,0.0,0.0,1.5,1.5,0.0,2022,11
2022-11-29 23:25:05.153,2022-11-03,,50,macarrao com molho de frango.,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2022,11
2022-11-29 23:26:08.899,2022-11-07,,39,"arroz, feijao preto, moela com quiabo e salada de acelga com almeirao.",0.0,0.0,0.0,0.0,1.5,1.5,0.0,2022,11
2022-11-29 23:27:01.074,2022-11-08,,35,"arroz, feijao preto, carne moida com pimentao e pure de batata doce.",0.0,2.0,0.0,0.0,1.5,1.5,0.0,2022,11
2022-11-29 23:27:32.103,2022-11-09,,46,"arroz, feijao preto, carne de soja e maionese.",0.0,2.0,0.0,0.0,1.5,1.5,0.0,2022,11
2022-11-29 23:28:39.736,2022-11-10,,39,"arroz, feijao preto,  kibe frito e maionese/creme de espinafre.",0.0,0.0,0.0,0.0,1.5,1.5,0.0,2022,11
2022-11-29 23:29:37.524,2022-11-14,,43,"arroz, feijao preto, caponata de berinjela e kibe assado/moela.",0.0,0.0,0.0,0.0,1.5,1.5,0.0,2022,11
2022-11-29 23:31:22.809,2022-11-16,,58,yakissoba de frango.,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,11
2022-11-29 23:32:35.747,2022-11-17,,47,"arroz, feijao preto, moela/carne com pimenta e farofa de pernil/creme de espinafre e salada de beterraba.",0.0,2.0,0.0,0.0,1.5,1.5,0.0,2022,11
2022-11-29 23:33:48.531,2022-11-21,,45,"arroz, feijao preto, carne moida com soja e salada de beterraba/ farofa de legumes.",0.0,2.0,0.0,0.0,1.5,1.5,0.0,2022,11
2022-11-29 23:34:43.610,2022-11-22,,54,salada de macarrao com frango.,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2022,11
2022-11-29 23:36:09.831,2022-11-23,,42,"arroz, feijao preto, carne de porco e salada de acelga.",0.0,2.0,0.0,0.0,1.5,1.5,0.0,2022,11
2022-11-29 23:36:56.692,2022-11-24,,40,"arroz, feijao preto, linguiça e salada de repolho.",0.0,0.0,0.0,2.5,1.5,1.5,0.0,2022,11
2022-11-29 23:37:27.863,2022-11-28,,54,salada de macarrao.,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2022,11
2022-11-29 23:39:02.890,2022-11-29,,40,"arroz, feijao preto, farofa de churrasco/maionese/carne de soja.",0.0,2.0,0.0,0.0,1.5,1.5,0.0,2022,11
2022-11-30 22:49:29.836,2022-11-30,,48,"Arroz, feijão preto, carne moída com batata e salada de pepino/farofa de churrasco/salada de berinjela.",0.0,2.0,0.0,0.0,0.0,1.5,0.0,2022,11
2023-01-04 08:17:25.338,2022-12-01,,48,Macarrão com molho de frango.,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2022,12
2023-01-04 08:18:50.874,2022-12-05,,35,"Arroz, feijão preto, carne moída com repolho e quiabo refogado.",0.0,2.0,0.0,0.0,1.5,1.5,0.0,2022,12
2023-01-04 08:20:13.243,2022-12-06,,41,"Arroz, feijão preto, carne moída com repolho/calabresa e salada de trigo.",0.0,2.0,2.5,0.0,1.5,1.5,0.0,2022,12
2023-01-04 08:21:02.863,2022-12-07,,42,"Arroz feijão preto, linguiça e farofa de quiabo.",0.0,0.0,0.0,2.5,1.5,1.5,0.0,2022,12
2023-01-04 08:22:17.609,2022-12-08,,57,Yakissoba de frango.,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,12
2023-01-04 08:23:03.890,2022-12-12,,40,"Arroz ,feijão preto, carne moída e purê de batata doce.",0.0,2.0,0.0,0.0,1.5,1.5,0.0,2022,12
2023-01-04 08:24:45.545,2022-12-13,,45,"Arroz, feijão preto, carne moída/linguiça e purê de batata doce/ salada de chuchu.",0.0,2.0,0.0,2.5,1.5,1.5,0.0,2022,12
2023-01-04 08:25:23.773,2022-12-14,,48,"Arroz, strogonoff de frango e batata palha.",3.0,0.0,0.0,0.0,1.5,0.0,0.0,2022,12
2023-01-04 08:25:55.444,2022-12-15,,53,Salada de macarrão.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,12
2023-01-04 08:26:36.814,2022-12-19,,55,Yakissoba de frango.,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,12
2023-01-04 08:27:37.064,2022-12-20,,38,"Arroz , strogonoff de frango e batata palha.",3.0,0.0,0.0,0.0,1.5,0.0,0.0,2022,12
2023-01-04 08:28:40.213,2022-12-21,,51,"Arroz sírio, vinagrete de feijão de corda, maionese e pernil.",0.0,0.0,0.0,0.0,1.5,1.5,0.0,2022,12
2023-01-04 08:29:36.850,2022-12-22,,63,"Arroz com trigo, feijão tropeiro, salpicão de frango e filé de porco.",3.0,0.0,0.0,0.0,1.5,1.5,0.0,2022,12
2023-01-04 08:30:31.508,2022-12-26,,38,"Arroz ,feijão preto, carne de soja e salada de chuchu com batata.",0.0,2.0,0.0,0.0,1.5,1.5,0.0,2022,12
2023-01-04 08:31:19.424,2022-12-27,,42,"Arroz, feijão preto, linguiça e farofa de berinjela.",0.0,0.0,0.0,2.5,1.5,1.5,0.0,2022,12
2023-01-04 08:32:41.345,2022-12-28,,42,"Arroz, feijão preto,carne moída com pimentão e creme de espinafre.",0.0,2.0,0.0,0.0,1.5,1.5,0.0,2022,12
2023-01-04 08:34:02.260,2022-12-29,,50,"Arroz, feijão preto,frango com cenoura e salada de acelga.",3.0,0.0,0.0,0.0,1.5,1.5,0.0,2022,12
2023-02-01 01:55:29.321,2023-01-04,,42,"arroz,feijao prero, kibe frito e salada repolho.",0.0,2.0,0.0,0.0,1.5,1.5,0.0,2023,1
2023-02-01 01:56:12.365,2023-01-04,,44,"arroz, strogonoff de frango e batata palha.",3.0,0.0,0.0,0.0,1.5,0.0,0.0,2023,1
2023-02-01 01:56:59.568,2023-01-05,,80,"arroz, feijao preto, kibe frito/calabresa e polenta.",0.0,0.0,2.5,0.0,1.5,1.5,0.0,2023,1
2023-02-01 01:57:46.202,2023-01-09,,41,"arroz, feijao, calabresa e farofa de abobrinha.",0.0,0.0,2.5,0.0,1.5,1.5,0.0,2023,1
2023-02-01 01:59:09.769,2023-01-10,,50,"arroz, feijao, cheester com legumes e salada de repolho/farofa de repolho.",3.0,0.0,0.0,0.0,1.5,1.5,0.0,2023,1
2023-02-01 01:59:58.597,2023-01-11,,45,"arroz, strogonoff de frango e batata palha.",3.0,0.0,0.0,0.0,1.5,0.0,0.0,2023,1
2023-02-01 02:00:34.570,2023-01-12,,62,yakissoba de frango.,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2023,1
2023-02-01 02:01:18.031,2023-01-31,,44,"arroz, feijao, cheester com repolho e salada de batata doce.",3.0,0.0,0.0,0.0,1.5,1.5,0.0,2023,1
2023-03-01 23:25:00.499,2023-02-01,,41,"arroz, feijao moela e salada de batata.",0.0,2.0,0.0,0.0,1.5,1.5,0.0,2023,2
2023-03-01 23:25:57.915,2023-02-02,,46,"arroz, feijao, pernil com cenoura e salada de acelga.",0.0,2.0,0.0,0.0,1.5,1.5,0.0,2023,2
2023-03-01 23:27:23.318,2023-02-03,,46,"arroz, feijao, linguiça e salada de chuchu com beterraba.",0.0,0.0,0.0,2.5,1.5,1.5,0.0,2023,2
2023-03-01 23:27:53.826,2023-02-06,,41,macarrao com molho de carne moida.,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2023,2
2023-03-01 23:28:31.572,2023-02-07,,46,"arroz, feijao, farofa de legumes e moela.",0.0,2.0,0.0,0.0,1.5,1.5,0.0,2023,2
2023-03-01 23:28:59.272,2023-02-08,,47,yakissoba de frango.,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2023,2
